nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0193693,Catherine Chisholm Cushing,1874,1952,"writer,soundtrack","tt0010891,tt0125064,tt0176890,tt0039484"
nm0193704,Tom Cushing,1879,1941,"writer,script_department","tt0012952,tt0191259,tt0008837,tt0016417"
nm0194031,Graham Cutts,1885,1958,"director,writer,production_manager","tt0015508,tt0017357,tt0031522,tt0017900"
nm0194088,Narciso Cuyàs,\N,\N,"director,cinematographer,writer","tt0176294,tt0001201,tt0175889,tt0000675"
nm0194381,H.W. Czech,\N,\N,writer,tt0016623
nm0194492,Paul Czinner,1890,1972,"director,writer,producer","tt0026320,tt0015177,tt0017826,tt0051427"
nm0194890,Mack D'Agostino,1900,1953,"production_manager,art_director,director","tt0036697,tt0032832,tt0033317,tt0035913"
nm0195339,Gabriele D'Annunzio,1863,1938,"writer,soundtrack,archive_footage","tt0057467,tt0008233,tt0167853,tt0003740"
nm0195435,Hugh Antoine d'Arcy,1843,1925,writer,"tt0014031,tt0358580,tt0003923"
nm0195496,Harry d'Abbadie d'Arrast,1897,1968,"director,writer,actor","tt0021053,tt0025906,tt0019125,tt0018376"
nm0195502,E. Clement D'Art,\N,\N,writer,"tt0007645,tt0126849,tt0008478,tt0176511"
nm0195503,d'Artagnan,\N,\N,writer,tt0487158
nm0195654,Henry d'Erlanger,\N,\N,writer,"tt0199509,tt0171167,tt0139229,tt0024464"
nm0195655,Corrado D'Errico,1902,1941,"director,writer,assistant_director","tt0203371,tt0026380,tt0030901,tt0031660"
nm0195791,Fanny D'Morgal,\N,\N,writer,tt0020051
nm0195950,Leon D'Usseau,1885,1963,"writer,director,production_manager","tt0026216,tt0145200,tt0017699,tt0019914"
nm0196107,Raul Faria da Fonseca,\N,\N,"set_decorator,production_designer,director","tt0037942,tt0039051,tt0034439,tt0022068"
nm0196343,Hyatt Daab,1892,1976,"miscellaneous,writer","tt0016958,tt0020218"
nm0196609,Shalva Dadiani,1874,1959,"writer,actor","tt0259439,tt0012484,tt0259527,tt0262084"
nm0197062,Fredrik August Dahlgren,1816,1895,"writer,music_department,soundtrack","tt0023664,tt0012815,tt0051178,tt0027248"
nm0197640,Allen Dale,1861,1928,"director,actor","tt0017320,tt0018490,tt0018285,tt0020048"
nm0198105,Joseph Dalman,1882,1944,writer,"tt0027833,tt0249170,tt0029525,tt0249497"
nm0198194,Valdemar Dalquist,1888,1937,"actor,writer,director","tt0026737,tt0021699,tt0020755,tt0026305"
nm0198202,Ian Dalrymple,1903,1989,"producer,writer,editor","tt0029995,tt0029611,tt0040328,tt0031575"
nm0198220,Friedrich Dalsheim,1895,1936,"director,writer,cinematographer","tt0024203,tt0295019,tt1236333,tt0366687"
nm0198523,William Robert Daly,1872,1935,"actor,director,writer","tt0003987,tt0006379,tt0159081,tt0459381"
nm0198557,Salvador Dalí,1904,1989,"writer,art_department,actor","tt0038109,tt0021577,tt0318155,tt0185170"
nm0198887,Friedrich Dammann,1901,1969,"writer,director,producer","tt0228039,tt0043618,tt0022183,tt0052581"
nm0199223,C.H. Dand,\N,\N,writer,"tt0020769,tt0022101,tt0021650"
nm0199304,Clemence Dane,1888,1965,"writer,soundtrack","tt0037980,tt0041209,tt0030746,tt0021128"
nm0200334,Leon Danmun,\N,\N,"director,actor","tt0016207,tt0015098,tt0010565"
nm0200566,Júlio Dantas,1876,1962,writer,"tt0022365,tt0178825,tt0008977,tt0294930"
nm0200667,Danny Kaden,1884,1942,"director,actor,writer","tt0007604,tt1124075,tt0907759,tt1122830"
nm0201405,Scott Darling,1898,1951,"writer,director,script_department","tt0034786,tt0030839,tt0039212,tt0028592"
nm0201431,W.A. Darlington,1890,1979,writer,"tt0011914,tt0020337,tt0029853,tt0020626"
nm0201544,Charles Darnton,1869,1950,writer,"tt0015831,tt0015016,tt0015750,tt0016857"
nm0202264,Alphonse Daudet,1840,1897,writer,"tt0143856,tt0008535,tt0003351,tt0359493"
nm0202376,John Daumery,1898,1934,"director,assistant_director,miscellaneous","tt0025616,tt0024655,tt0151502,tt0023739"
nm0202590,Dorothy Davenport,1895,1977,"actress,writer,producer","tt0014141,tt0014747,tt0008329,tt0460134"
nm0202617,Kenneth Davenport,1879,1941,"actor,writer","tt0012513,tt0812318,tt0425901,tt0489191"
nm0202681,Delmer Daves,1904,1977,"writer,director,actor","tt0050105,tt0046936,tt0053320,tt0058949"
nm0202852,Constantin J. David,1886,1964,"director,writer,producer","tt0473708,tt0164084,tt0482553,tt0019318"
nm0202951,Joseph David,\N,\N,"writer,composer","tt0268376,tt0266460,tt0021594,tt0259558"
nm0203559,Acton Davies,1870,1916,writer,"tt0003596,tt0006160"
nm0203753,Hubert Henry Davies,1869,1917,writer,"tt0012073,tt0019239,tt0181744,tt0244212"
nm0203835,Maria Thompson Davies,1872,1924,writer,"tt0009467,tt0009305,tt0184379"
nm0203836,Marion Davies,1897,1961,"actress,producer,writer","tt0019258,tt0018297,tt0024067,tt0014205"
nm0204125,Aaron Davis,\N,\N,writer,tt0020925
nm0204190,Arthur Davis,1905,2000,"director,animation_department,miscellaneous","tt0139769,tt0146896,tt0127496,tt0055683"
nm0204499,Donald Davis,1904,1992,"writer,actor,miscellaneous","tt0036237,tt0019800,tt0028755,tt0034840"
nm0204515,Dorrance Davis,1881,1931,writer,tt0022539
nm0204540,Eddie Davis,1895,1987,"actor,writer","tt0029830,tt0026353,tt0024608,tt0026987"
nm0204570,Elmer Davis,1890,1958,"writer,actor,archive_footage","tt0028009,tt0014550,tt0025141,tt0179521"
nm0204608,Frank Davis,1897,1984,"writer,producer","tt0059825,tt0038190,tt0034467,tt0044110"
nm0204614,Frank Foster Davis,\N,\N,"writer,actor","tt0018398,tt0015917,tt0164169,tt0017265"
nm0204689,Harry Davis,\N,\N,writer,tt0014720
nm0204717,Irving Kaye Davis,1900,1965,writer,"tt0022569,tt4525216,tt0039123"
nm0204724,J. Gunnis Davis,1873,1937,"actor,director,writer","tt0013919,tt0898356,tt0328379,tt0004052"
nm0204746,James D. Davis,1889,1944,"director,writer","tt0248880,tt0248570,tt0340923,tt0340744"
nm0204937,Katherine Bement Davis,1860,1935,writer,"tt0010088,tt0183619,tt4959842,tt4218802"
nm0205074,Mannie Davis,1894,1975,"animation_department,director,writer","tt1169981,tt0161403,tt0151342,tt0150140"
nm0205149,Meredith Davis,\N,\N,writer,tt0015620
nm0205244,Owen Davis,1874,1956,"writer,producer,miscellaneous","tt0016013,tt0030287,tt0021413,tt0019831"
nm0205317,Redd Davis,1896,\N,"director,producer,writer","tt0031233,tt0030776,tt0165301,tt0167130"
nm0205343,Richard Harding Davis,1864,1916,writer,"tt0013961,tt0017619,tt0017553,tt0014028"
nm0205363,Robert Hobart Davis,1869,1942,writer,"tt0015087,tt0006476,tt0014798,tt0209347"
nm0205365,Robert M. Davis,\N,\N,writer,tt0010466
nm0205601,Ulysses Davis,1872,1924,"director,writer","tt0006280,tt0006133,tt0158981,tt0006868"
nm0205653,Will S. Davis,1882,1920,"director,writer,actor","tt0007515,tt0005190,tt0005301,tt0007469"
nm0205774,Hal Davitt,1892,1933,"writer,assistant_director","tt0020740,tt0166356,tt0415991,tt0020491"
nm0205984,Herbert M. Dawley,1880,1970,"animation_department,producer,writer","tt0402838,tt1021082,tt0014471,tt0013927"
nm0205986,J. Searle Dawley,1877,1949,"director,writer,cinematographer","tt0009549,tt0008726,tt0008563,tt0010565"
nm0206010,Isabel Dawn,1897,1966,writer,"tt0026289,tt0033539,tt0032246,tt0030182"
nm0206031,Norman Dawn,1884,1975,"director,writer,producer","tt0015099,tt0032879,tt0017899,tt0258393"
nm0206116,Douglas Dawson,1885,1942,"assistant_director,writer","tt0013615,tt0017321,tt0017379,tt0021982"
nm0206238,Ralph Dawson,1897,1962,"editor,director,writer","tt0029843,tt0027300,tt0042546,tt0026714"
nm0206389,Edmund Day,1866,1912,writer,"tt0034133,tt0011647"
nm0206425,Holman Francis Day,1865,1935,"writer,actor,miscellaneous","tt0012623,tt0009278,tt0011616,tt0195858"
nm0206487,Lillian Day,1893,1991,writer,"tt0026865,tt0036554,tt0023675,tt0033986"
nm0206619,Vernon Day,\N,\N,"director,writer","tt0004155,tt1815981"
nm0206755,James Dayton,1860,1924,"writer,actor","tt0003744,tt0361837,tt0006116,tt0010270"
nm0206801,Charles T. Dazey,1855,1938,"writer,editor","tt0013288,tt0007031,tt0009372,tt0009411"
nm0206802,Frank Mitchell Dazey,1892,1970,"writer,editor,archive_footage","tt0022815,tt0013593,tt0028037,tt0028359"
nm0206910,João De Almeida e Sa,1904,\N,director,tt0020627
nm0207305,Jeanne-Marie Leprince de Beaumont,1711,1780,writer,"tt0038348,tt3500508,tt0051312,tt2316801"
nm0207362,Aldo De Benedetti,1892,1970,"writer,director,miscellaneous","tt0175645,tt0030102,tt0038002,tt0029975"
nm0208113,Leander De Cordova,1877,1969,"actor,director,assistant_director","tt0019625,tt0016338,tt0432117,tt0196722"
nm0208117,Rudolph De Cordova,1859,1941,"writer,actor,assistant_director","tt0008996,tt0007272,tt0007564,tt0338398"
nm0208314,Boris de Fast,1890,1973,"make_up_department,actor,writer","tt0051378,tt0017137,tt0142969,tt0151849"
nm0208418,Lee De Forest,1873,1961,"producer,director,cinematographer","tt0165915,tt0498187,tt0816665,tt0491234"
nm0208503,Jacques de Féraudy,1886,1971,"actor,writer,director","tt0499012,tt0047484,tt0031781,tt0431271"
nm0208657,Joseph De Grasse,1873,1940,"director,actor,producer","tt0008417,tt0007867,tt0016964,tt0006738"
nm0208691,Frédérique De Grésac,1879,1943,"writer,music_department","tt0030817,tt0020959,tt0008031,tt0016669"
nm0209163,Pedro Calderón de la Barca,1600,1681,"writer,soundtrack","tt0018203,tt0054214,tt0012622,tt0037629"
nm0209234,Jean de La Fontaine,1621,1695,"writer,soundtrack,archive_footage","tt1067700,tt0056388,tt0322203,tt0060632"
nm0209321,Leon De La Mothe,1880,1943,"director,actor,writer","tt1450657,tt0016167,tt0335465,tt0441242"
nm0209322,Friedrich de La Motte,1777,1843,writer,"tt4613542,tt0007499,tt0002551,tt0002388"
nm0209458,Robert De Lacey,1892,1976,"director,editor,writer","tt0019837,tt0019317,tt0019055,tt0021233"
nm0209558,Jacques Lasseyne,1888,1944,director,"tt0011594,tt0013620"
nm0209738,Giuseppe de Liguoro,1869,1944,"director,actor,assistant_director","tt0002130,tt0189846,tt0001377,tt0189842"
nm0209780,Renee De Liot,\N,\N,writer,"tt0009890,tt0953496,tt1180743"
nm0209785,Therese de Lisieux,1873,1897,"composer,writer",tt0020552
nm0210171,Alfredo Nunes de Matos,1857,1946,"producer,director,manager","tt0007794,tt0010641,tt0014298,tt0014230"
nm0210281,Ernesto de Meneses,\N,\N,writer,"tt0016774,tt0013064"
nm0210311,Baroness de Meyer,\N,\N,writer,tt0011114
nm0210352,William C. de Mille,1878,1955,"director,writer,producer","tt0016385,tt0009447,tt0011070,tt0007242"
nm0210385,Tirso de Molina,1584,1648,writer,"tt0042406,tt0092755,tt0048050,tt0017826"
nm0210503,Alfred de Musset,1810,1857,"writer,soundtrack","tt0029222,tt0003419,tt0192288,tt1049058"
nm0210669,Guedes de Oliveira,\N,\N,writer,tt0011923
nm0210684,Joao Correia De Oliveira,1881,1960,writer,tt0014207
nm0210701,Manoel de Oliveira,1908,2015,"director,writer,editor","tt0283422,tt0094833,tt0980976,tt2006802"
nm0211055,Eça de Queirós,1845,1900,writer,"tt0826110,tt0313196,tt0046844,tt6086896"
nm0211099,Henri de Régnier,1864,1936,writer,"tt0021662,tt7142164"
nm0211381,Marquis de Sade,1740,1814,writer,"tt0081519,tt0228677,tt0287308,tt0218181"
nm0211434,Marcel De Sano,1897,1936,"director,assistant_director,writer","tt0010984,tt0016657,tt0021243,tt0012088"
nm0211847,Alessandro De Stefani,1891,1970,"writer,director,actor","tt0379859,tt0033434,tt0047003,tt0211066"
nm0212240,Chester M. De Vonde,1872,1928,"director,writer","tt0011832,tt0012233,tt0011921,tt0204120"
nm0212244,Adele De Vore,\N,\N,writer,"tt0016841,tt0018493"
nm0212448,Ludwig von Wohl,1903,1961,"writer,actor","tt0018962,tt0025085,tt0028801,tt0022606"
nm0212511,Dimitri De Zoubaloff,\N,\N,"producer,writer","tt0016491,tt0335894"
nm0212704,Basil Dean,1888,1978,"producer,writer,director","tt0029772,tt0032179,tt0023147,tt0020324"
nm0213019,Hamilton Deane,1879,1958,"actor,writer,archive_footage","tt0021814,tt0079073,tt37160378,tt0175514"
nm0213138,Harold Dearden,1882,1962,writer,"tt0019035,tt0023630,tt0023054,tt0027225"
nm0213303,Henri Debain,1886,1983,"actor,assistant_director,director","tt0020182,tt0022141,tt0193843,tt0430937"
nm0213989,Pierre Decourcelle,1856,1926,"writer,producer,art_director","tt0477584,tt0442591,tt0494486,tt0196013"
nm0214356,Warwick Deeping,1877,1950,writer,"tt0013151,tt0138154,tt0018846,tt0027146"
nm0214387,M.B. Deering,\N,\N,writer,tt0021231
nm0214496,Francisco Defilippis Novoa,\N,\N,"director,writer","tt0007958,tt0351250,tt0264146,tt0305630"
nm0214518,Daniel Defoe,1660,1731,writer,"tt0058530,tt0077195,tt0012881,tt0158901"
nm0214668,Boyce DeGaw,1900,1953,"writer,producer","tt0026289,tt0032246,tt0030182,tt0027979"
nm0215301,Maurice Dekobra,1883,1973,"writer,director,producer","tt0160732,tt0019167,tt0159617,tt0160902"
nm0215825,Jaime Del Rio,1896,1928,writer,tt0020600
nm0215874,Hampton Del Ruth,1879,1958,"production_department,writer,producer","tt0021792,tt0018193,tt0013375,tt0012698"
nm0215877,Roy Del Ruth,1893,1961,"director,writer,producer","tt0039502,tt0026373,tt0039116,tt0019813"
nm0216103,E.M. Delafield,1890,1943,writer,"tt0030460,tt0023919"
nm0216211,Maurice Delamare,\N,\N,"writer,actor","tt0277976,tt0277977,tt0001776"
nm0216240,Margaret Deland,1857,1945,writer,"tt0016361,tt0006389,tt0006870"
nm0216393,Edith Barnard Delano,1874,1946,writer,"tt0006279,tt0009116,tt0009521,tt0006096"
nm0216583,Germain Delavigne,1790,1868,writer,"tt13039268,tt14825470,tt5643402"
nm0216698,Grazia Deledda,1871,1936,writer,"tt0795935,tt0042427,tt0038220,tt0044349"
nm0216740,Jack DeLeon,\N,\N,writer,"tt0128310,tt0213848,tt0023471,tt0144212"
nm0216755,Walter DeLeon,1884,1947,"writer,actor,soundtrack","tt0024993,tt0031143,tt0046280,tt0035969"
nm0216941,Fernando Delgado,1891,1950,"writer,director,actor","tt0033625,tt0019618,tt0018078,tt0019612"
nm0217309,Ethel M. Dell,1881,1939,writer,"tt0187473,tt0026943,tt0322151,tt0015290"
nm0217311,Floyd Dell,1887,1969,writer,"tt0031576,tt0216968,tt0036699,tt0021078"
nm0217325,Jeffrey Dell,1899,1985,"writer,director","tt0042606,tt0043453,tt0036767,tt0053044"
nm0217526,Louis Delluc,1890,1924,"director,writer,actor","tt0231622,tt0231794,tt0013122,tt0232643"
nm0217557,Harry Delmar,1892,1984,"director,producer,writer","tt0396432,tt0348860,tt0020219,tt0396885"
nm0217568,Viña Delmar,1903,1990,writer,"tt0028597,tt0026571,tt0029192,tt0025740"
nm0217596,Michael Delmer,\N,\N,director,tt0023140
nm0217615,Joseph Delmont,1873,1935,"director,writer,actor","tt0358208,tt0358233,tt0358221,tt0176927"
nm0217865,Joseph Delteil,1894,1978,"writer,archive_footage","tt0019254,tt33499617,tt0768816,tt0356276"
nm0218254,Doris Dembow,1900,\N,writer,tt0022107
nm0218404,Aristide Demetriade,1872,1930,"director,actor,writer","tt0002452,tt0172597,tt0175013"
nm0218478,Elizaveta Demidovich,1868,\N,writer,"tt0018290,tt21662168,tt0253541"
nm0218486,Beatrice DeMille,1853,1923,"writer,assistant_director","tt0006777,tt0007857,tt0008714,tt0007778"
nm0218489,Henry C. DeMille,1853,1893,writer,"tt0015835,tt0016103,tt0004257,tt0004323"
nm0218626,Albert DeMond,1901,1973,"writer,producer,director","tt0038435,tt0037895,tt0025424,tt0029320"
nm0218866,Emile DeNajac,1828,1889,writer,"tt0034274,tt0015979,tt0005203,tt1171670"
nm0219068,Reginald Denham,1894,1983,"writer,director,producer","tt0025677,tt0041037,tt0041061,tt0165115"
nm0219428,C.J. Dennis,1876,1938,writer,"tt0134958,tt0023011,tt0011226,tt0402490"
nm0219666,Reginald Denny,1891,1967,"actor,writer,director","tt0032976,tt0021106,tt0026071,tt0059017"
nm0219783,Vernon Dent,1895,1963,"actor,writer,soundtrack","tt0029543,tt0041623,tt0039444,tt0040350"
nm0221142,Henri Desfontaines,1876,1931,"director,actor,writer","tt0333165,tt0194392,tt0193916,tt0193812"
nm0221643,Frank Desprez,1853,1916,writer,"tt0010341,tt0022053,tt0217638"
nm0221780,Fernando Dessy,\N,\N,"actor,writer","tt0008024,tt0031854"
nm0221853,Maurice Desvallières,1857,1926,writer,"tt0056913,tt0193802,tt0017027,tt0199408"
nm0221865,Buddy G. DeSylva,1895,1950,"music_department,producer,writer","tt0119488,tt0038650,tt0089853,tt0099871"
nm0222060,Alfred Deutsch-German,1870,1943,"writer,director","tt1679640,tt0138937,tt1679577,tt0197941"
nm0222157,Jean Devaivre,1912,2004,"director,writer,assistant_director","tt0040348,tt0045496,tt0039296,tt0143976"
nm0222164,Jacques Deval,1890,1972,"writer,director,producer","tt0192691,tt0027451,tt0025472,tt0157831"
nm0222401,Nat G. Deverich,1893,1963,"assistant_director,director,actor","tt0004097,tt0203207,tt0011334,tt0013506"
nm0223160,George Dewhurst,1889,1968,"writer,director,actor","tt0276289,tt0276593,tt0161082,tt0010787"
nm0223248,Karen DeWolf,1909,1989,writer,"tt0027406,tt0026230,tt0040075,tt0041024"
nm0223460,Alfréd Deésy,1877,1961,"director,actor,writer","tt0008952,tt0242181,tt0242014,tt0241401"
nm0223865,Salvatore Di Giacomo,1860,1934,"writer,soundtrack","tt0039163,tt1080884,tt0265048,tt0898386"
nm0224543,Henri Diamant-Berger,1895,1972,"director,writer,producer","tt0024700,tt0198762,tt0143549,tt0143116"
nm0225183,Joaquín Dicenta,1863,1917,writer,"tt0219570,tt0046873,tt0373476,tt0039275"
nm0225342,Stafford Dickens,1888,1967,"writer,actor,director","tt0029410,tt0027586,tt0047756,tt0031219"
nm0225458,Basil Dickey,1880,1958,"writer,script_department,archive_footage","tt0032475,tt0038435,tt0036697,tt0140551"
nm0225469,Paul Dickey,1882,1933,"writer,actor,archive_footage","tt0046280,tt0013556,tt0032520,tt0005752"
nm0225555,Thorold Dickinson,1903,1984,"director,editor,writer","tt0048121,tt0038736,tt0041776,tt0035121"
nm0225558,Weed Dickinson,\N,\N,writer,tt0016958
nm0225730,W.W. Dickson,\N,\N,writer,tt0017858
nm0226087,Grete Diercks,1882,1957,"actress,writer","tt0008950,tt0440407,tt0439026,tt0442224"
nm0226106,Hugh Dierker,1890,1975,"director,producer","tt0013915,tt0015665,tt0013470,tt0016686"
nm0226107,Mrs. Hugh E. Dierker,\N,\N,writer,tt0011853
nm0226189,William Dieterle,1893,1972,"director,actor,writer","tt0016847,tt0040705,tt0037885,tt0020124"
nm0226501,Richard H. Digges Jr.,1903,1994,"writer,editor","tt0021219,tt0019870,tt0021357,tt0020718"
nm0226601,Edward Dignon,1885,1966,"actor,writer","tt0025723,tt0028276,tt0166490,tt0022609"
nm0226967,Basil Woon,1893,1974,writer,"tt0021138,tt0036310,tt0038546,tt0030751"
nm0226992,Edward Dillon,1879,1933,"actor,director,writer","tt0010236,tt0017811,tt0010902,tt0016678"
nm0227020,John Francis Dillon,1884,1934,"director,actor,writer","tt0020712,tt0022242,tt0013042,tt0021029"
nm0227062,Robert Dillon,1889,1944,"writer,director,actor","tt0015820,tt0017353,tt0026216,tt0028087"
nm0227602,Robert Dinesen,1874,1972,"director,actor,writer","tt0001614,tt0015107,tt0129092,tt0473730"
nm0227719,Júlio Dinis,1839,1871,"writer,music_department","tt0209758,tt0030130,tt0041658,tt0015252"
nm0228191,Nikolay Dirin,1891,1937,"assistant_director,director,actor","tt21600596,tt21955076,tt0019175,tt0249048"
nm0228506,Harry Dittmar,1883,1948,writer,"tt0012695,tt0019428,tt0012056,tt0012606"
nm0228529,Leo Ditrichstein,1865,1928,writer,"tt0021927,tt0007861,tt0011244,tt0004907"
nm0228693,Beulah Marie Dix,1876,1970,"writer,miscellaneous","tt0014039,tt0026225,tt0013034,tt0008119"
nm0228706,Marion Dix,1904,1992,writer,"tt0027590,tt0025395,tt0025066,tt0025872"
nm0228746,Thomas Dixon Jr.,1864,1946,"writer,actor,director","tt0004972,tt0014257,tt3869584,tt0006664"
nm0228776,Campbell Dixon,1895,1960,writer,"tt0028231,tt0021003,tt0989125,tt0417562"
nm0228955,Ralph Dixon,1897,1948,"editor,writer","tt0018937,tt0012010,tt0014496,tt0038112"
nm0229445,Jorge Brum do Canto,1910,1994,"director,writer,actor","tt0056407,tt0029967,tt0045618,tt0058081"
nm0229553,Warren Doane,1890,1964,"producer,director,writer","tt0212094,tt0024342,tt0175242,tt0021288"
nm0230208,Henry Irving Dodge,1861,1934,writer,"tt0018481,tt0017401,tt0009841,tt0008587"
nm0230564,Edward Doherty,1890,1975,writer,"tt0037323,tt0027154,tt0021164,tt0024431"
